post_code,percent_population_exposed,date,Brand
2580,10.65,1/11/2024,Brand X
2590,40.68,1/11/2024,Brand X
2600,55.5,1/11/2024,Brand X
2601,31.85,1/11/2024,Brand X
2602,16.83,1/11/2024,Brand X
2603,8.01,1/11/2024,Brand X
2604,11.07,1/11/2024,Brand X
2605,17.48,1/11/2024,Brand X
2606,12.61,1/11/2024,Brand X
2607,12.38,1/11/2024,Brand X
2608,14.48,1/11/2024,Brand X
2609,13.88,1/11/2024,Brand X
2610,11.88,1/11/2024,Brand X
2611,12.22,1/11/2024,Brand X
2612,7.95,1/11/2024,Brand X
2613,18.33,1/11/2024,Brand X
2614,29.85,1/11/2024,Brand X
2615,52.32,1/11/2024,Brand X
2616,32.8,1/11/2024,Brand X
2617,13.23,1/11/2024,Brand X
2618,39.85,1/11/2024,Brand X
2619,13.72,1/11/2024,Brand X
2620,32.15,1/11/2024,Brand X
2630,10.38,1/11/2024,Brand X
2640,11.21,1/11/2024,Brand X
2650,27.95,1/11/2024,Brand X
2660,9.88,1/11/2024,Brand X
2670,18.77,1/11/2024,Brand X
2680,12.52,1/11/2024,Brand X
2690,53.54,1/11/2024,Brand X
2700,29.6,1/11/2024,Brand X
2710,7.44,1/11/2024,Brand X
2720,12.37,1/11/2024,Brand X
2730,50.5,1/11/2024,Brand X
2740,14.52,1/11/2024,Brand X
2750,8,1/11/2024,Brand X
2760,16.51,1/11/2024,Brand X
2770,15.28,1/11/2024,Brand X
2780,55.09,1/11/2024,Brand X
2790,11.82,1/11/2024,Brand X
2800,41.9,1/11/2024,Brand X
2815,14.13,1/11/2024,Brand X
2830,8.95,1/11/2024,Brand X
2845,46.99,1/11/2024,Brand X
2860,9.56,1/11/2024,Brand X
2875,12.34,1/11/2024,Brand X
2890,15.76,1/11/2024,Brand X
2900,14.46,1/11/2024,Brand X
2902,36.29,1/11/2024,Brand X
2904,10.88,1/11/2024,Brand X
2905,32.64,1/11/2024,Brand X
2906,8.68,1/11/2024,Brand X
2908,26.88,1/11/2024,Brand X
2910,8.7,1/11/2024,Brand X
2912,10.53,1/11/2024,Brand X
2914,16.29,1/11/2024,Brand X
2916,14.78,1/11/2024,Brand X
2918,17.89,1/11/2024,Brand X
2920,12.96,1/11/2024,Brand X
2935,31.87,1/11/2024,Brand X
2950,10.16,1/11/2024,Brand X
2965,34.78,1/11/2024,Brand X
2980,50.01,1/11/2024,Brand X
2995,46.02,1/11/2024,Brand X
3000,13.22,1/11/2024,Brand X
3005,7.75,1/11/2024,Brand X
3010,43.36,1/11/2024,Brand X
3015,33.2,1/11/2024,Brand X
3020,12.98,1/11/2024,Brand X
3025,28.69,1/11/2024,Brand X
3030,9.58,1/11/2024,Brand X
3035,7.16,1/11/2024,Brand X
3040,10.94,1/11/2024,Brand X
3045,53.8,1/11/2024,Brand X
3050,11.29,1/11/2024,Brand X
3055,10.1,1/11/2024,Brand X
3060,13.03,1/11/2024,Brand X
3065,36.04,1/11/2024,Brand X
3070,12.12,1/11/2024,Brand X
3075,10.41,1/11/2024,Brand X
3080,13.89,1/11/2024,Brand X
3085,38.59,1/11/2024,Brand X
3090,10.68,1/11/2024,Brand X
3095,14.88,1/11/2024,Brand X
3100,31.73,1/11/2024,Brand X
3105,12.13,1/11/2024,Brand X
3110,7.92,1/11/2024,Brand X
3115,11.9,1/11/2024,Brand X
3120,54.67,1/11/2024,Brand X
3125,52.58,1/11/2024,Brand X
3130,10.76,1/11/2024,Brand X
3135,17.68,1/11/2024,Brand X
3140,13,1/11/2024,Brand X
3145,53.24,1/11/2024,Brand X
3150,43.82,1/11/2024,Brand X
3155,43.76,1/11/2024,Brand X
3160,41.35,1/11/2024,Brand X
3165,34.12,1/11/2024,Brand X
3170,30.85,1/11/2024,Brand X
3175,7.5,1/11/2024,Brand X
3180,36.07,1/11/2024,Brand X
3185,17.58,1/11/2024,Brand X
3190,16.76,1/11/2024,Brand X
3195,44.97,1/11/2024,Brand X
3200,10.48,1/11/2024,Brand X
3205,46.37,1/11/2024,Brand X
3210,39.8,1/11/2024,Brand X
3215,11.6,1/11/2024,Brand X
3220,9.95,1/11/2024,Brand X
3225,12.68,1/11/2024,Brand X
3230,16.13,1/11/2024,Brand X
3235,8.43,1/11/2024,Brand X
3240,50.84,1/11/2024,Brand X
3245,32.69,1/11/2024,Brand X
3250,8.55,1/11/2024,Brand X
3260,14.65,1/11/2024,Brand X
3270,50.56,1/11/2024,Brand X
3280,10.52,1/11/2024,Brand X
3290,14.31,1/11/2024,Brand X
3300,48.36,1/11/2024,Brand X
3310,44.1,1/11/2024,Brand X
3320,46.37,1/11/2024,Brand X
3330,15.15,1/11/2024,Brand X
3340,48.95,1/11/2024,Brand X
3350,15.13,1/11/2024,Brand X
3360,17.56,1/11/2024,Brand X
3370,14.88,1/11/2024,Brand X
3380,17.01,1/11/2024,Brand X
3390,16.29,1/11/2024,Brand X
3400,50.91,1/11/2024,Brand X
3410,12.59,1/11/2024,Brand X
3420,9.98,1/11/2024,Brand X
3430,46.58,1/11/2024,Brand X
3440,38.48,1/11/2024,Brand X
3450,30.87,1/11/2024,Brand X
3460,52.16,1/11/2024,Brand X
3470,8.44,1/11/2024,Brand X
3480,15.65,1/11/2024,Brand X
3490,14.74,1/11/2024,Brand X
3500,11.62,1/11/2024,Brand X
3515,16.15,1/11/2024,Brand X
3530,49.33,1/11/2024,Brand X
3545,45.65,1/11/2024,Brand X
3560,9.89,1/11/2024,Brand X
3575,40.11,1/11/2024,Brand X
3590,28.9,1/11/2024,Brand X
3605,8,1/11/2024,Brand X
3620,15.25,1/11/2024,Brand X
3635,15.57,1/11/2024,Brand X
3650,33.63,1/11/2024,Brand X
3665,37.43,1/11/2024,Brand X
3680,12.38,1/11/2024,Brand X
3695,11.26,1/11/2024,Brand X
3710,29.5,1/11/2024,Brand X
3725,15.47,1/11/2024,Brand X
3740,15.11,1/11/2024,Brand X
3755,53.62,1/11/2024,Brand X
3770,8.61,1/11/2024,Brand X
3785,10.6,1/11/2024,Brand X
3800,35.09,1/11/2024,Brand X
3815,38.57,1/11/2024,Brand X
3830,17.03,1/11/2024,Brand X
3845,41.02,1/11/2024,Brand X
3860,29.37,1/11/2024,Brand X
3875,16.5,1/11/2024,Brand X
3890,8.42,1/11/2024,Brand X
3905,36.47,1/11/2024,Brand X
3920,14.71,1/11/2024,Brand X
3935,10.58,1/11/2024,Brand X
3950,53.33,1/11/2024,Brand X
3965,15.19,1/11/2024,Brand X
3980,50.8,1/11/2024,Brand X
3995,14.53,1/11/2024,Brand X
4000,17.02,1/11/2024,Brand X
4005,30.65,1/11/2024,Brand X
4010,45.87,1/11/2024,Brand X
4015,56.35,1/11/2024,Brand X
4020,50.47,1/11/2024,Brand X
4025,14.21,1/11/2024,Brand X
4030,9.66,1/11/2024,Brand X
4035,10.18,1/11/2024,Brand X
4040,27.59,1/11/2024,Brand X
4045,17.17,1/11/2024,Brand X
4050,8.16,1/11/2024,Brand X
4055,45.01,1/11/2024,Brand X
4060,40.32,1/11/2024,Brand X
4065,13.96,1/11/2024,Brand X
4070,34.62,1/11/2024,Brand X
4075,11.05,1/11/2024,Brand X
4080,12.08,1/11/2024,Brand X
4085,32.45,1/11/2024,Brand X
4090,11.06,1/11/2024,Brand X
4095,14.69,1/11/2024,Brand X
4100,14.49,1/11/2024,Brand X
4105,14.84,1/11/2024,Brand X
4110,39.93,1/11/2024,Brand X
4115,51.99,1/11/2024,Brand X
4120,36.83,1/11/2024,Brand X
4125,15.74,1/11/2024,Brand X
4130,12.15,1/11/2024,Brand X
4135,16.9,1/11/2024,Brand X
4140,15.51,1/11/2024,Brand X
4145,12.47,1/11/2024,Brand X
4150,29.96,1/11/2024,Brand X
4155,52.18,1/11/2024,Brand X
4160,45.14,1/11/2024,Brand X
4165,33.8,1/11/2024,Brand X
4170,36.49,1/11/2024,Brand X
4175,7.63,1/11/2024,Brand X
4180,8.32,1/11/2024,Brand X
4185,15.87,1/11/2024,Brand X
4190,49.81,1/11/2024,Brand X
4195,18.05,1/11/2024,Brand X
4200,32.7,1/11/2024,Brand X
4210,35.94,1/11/2024,Brand X
4220,8.62,1/11/2024,Brand X
4230,35.59,1/11/2024,Brand X
4240,40.14,1/11/2024,Brand X
4250,36.79,1/11/2024,Brand X
4260,52.23,1/11/2024,Brand X
4270,50.58,1/11/2024,Brand X
4280,49.32,1/11/2024,Brand X
4290,8.64,1/11/2024,Brand X
4300,39.92,1/11/2024,Brand X
4310,8.72,1/11/2024,Brand X
4320,26.54,1/11/2024,Brand X
4330,30.17,1/11/2024,Brand X
4340,7.62,1/11/2024,Brand X
4350,15.84,1/11/2024,Brand X
4360,52.28,1/11/2024,Brand X
4370,16.2,1/11/2024,Brand X
4380,50.18,1/11/2024,Brand X
4390,9.5,1/11/2024,Brand X
4400,17.23,1/11/2024,Brand X
4410,17.69,1/11/2024,Brand X
4420,30.59,1/11/2024,Brand X
4430,11.05,1/11/2024,Brand X
4440,13.89,1/11/2024,Brand X
4450,51.98,1/11/2024,Brand X
4460,41.72,1/11/2024,Brand X
4470,8.08,1/11/2024,Brand X
4480,52.06,1/11/2024,Brand X
4490,10.91,1/11/2024,Brand X
4500,16.16,1/11/2024,Brand X
4515,12.19,1/11/2024,Brand X
4530,9.12,1/11/2024,Brand X
4545,17.62,1/11/2024,Brand X
4560,33.73,1/11/2024,Brand X
4575,50.93,1/11/2024,Brand X
4590,18.62,1/11/2024,Brand X
4605,15.92,1/11/2024,Brand X
4620,15.37,1/11/2024,Brand X
4635,54.91,1/11/2024,Brand X
4650,17.33,1/11/2024,Brand X
4665,33.04,1/11/2024,Brand X
4680,54.93,1/11/2024,Brand X
4695,11.84,1/11/2024,Brand X
4710,13.77,1/11/2024,Brand X
4725,13.72,1/11/2024,Brand X
4740,13.14,1/11/2024,Brand X
4755,38.39,1/11/2024,Brand X
4770,9.69,1/11/2024,Brand X
4785,39.68,1/11/2024,Brand X
4800,11.78,1/11/2024,Brand X
4820,12.67,1/11/2024,Brand X
4840,46.22,1/11/2024,Brand X
4860,49.67,1/11/2024,Brand X
4880,9.54,1/11/2024,Brand X
4900,16.39,1/11/2024,Brand X
4920,17.05,1/11/2024,Brand X
4940,13.88,1/11/2024,Brand X
4960,8.58,1/11/2024,Brand X
4980,9.87,1/11/2024,Brand X
5000,9.67,1/11/2024,Brand X
5005,9.35,1/11/2024,Brand X
5010,16.28,1/11/2024,Brand X
5015,13.16,1/11/2024,Brand X
5020,11.33,1/11/2024,Brand X
5025,46.36,1/11/2024,Brand X
5030,8.87,1/11/2024,Brand X
5035,13.34,1/11/2024,Brand X
5040,43.64,1/11/2024,Brand X
5045,18.63,1/11/2024,Brand X
5050,17.3,1/11/2024,Brand X
5055,47.08,1/11/2024,Brand X
5060,12.12,1/11/2024,Brand X
5065,12.64,1/11/2024,Brand X
5070,9.37,1/11/2024,Brand X
5075,9.85,1/11/2024,Brand X
5080,48.24,1/11/2024,Brand X
5085,10.35,1/11/2024,Brand X
5090,11.22,1/11/2024,Brand X
5095,27.23,1/11/2024,Brand X
5100,15.08,1/11/2024,Brand X
5105,27.25,1/11/2024,Brand X
5110,17.03,1/11/2024,Brand X
5115,33.41,1/11/2024,Brand X
5120,46.82,1/11/2024,Brand X
5125,12.91,1/11/2024,Brand X
5130,12.93,1/11/2024,Brand X
5135,10.01,1/11/2024,Brand X
5140,15.12,1/11/2024,Brand X
5145,15.01,1/11/2024,Brand X
5150,8.11,1/11/2024,Brand X
5155,16.32,1/11/2024,Brand X
5160,42.38,1/11/2024,Brand X
5165,26.97,1/11/2024,Brand X
5170,12.63,1/11/2024,Brand X
5175,9.1,1/11/2024,Brand X
5180,18.2,1/11/2024,Brand X
5185,40.4,1/11/2024,Brand X
5190,14.42,1/11/2024,Brand X
5195,7.24,1/11/2024,Brand X
5200,53.35,1/11/2024,Brand X
5215,13.84,1/11/2024,Brand X
5230,26.73,1/11/2024,Brand X
5245,41.05,1/11/2024,Brand X
5260,48.94,1/11/2024,Brand X
5275,33.55,1/11/2024,Brand X
5290,12.6,1/11/2024,Brand X
5305,5.91,1/11/2024,Brand X
5320,36.16,1/11/2024,Brand X
5335,40.15,1/11/2024,Brand X
5350,17.08,1/11/2024,Brand X
5365,13.9,1/11/2024,Brand X
5380,37.03,1/11/2024,Brand X
5395,11.99,1/11/2024,Brand X
5410,9.75,1/11/2024,Brand X
5425,29.23,1/11/2024,Brand X
5440,33.72,1/11/2024,Brand X
5455,13.27,1/11/2024,Brand X
5470,33.26,1/11/2024,Brand X
5485,50.23,1/11/2024,Brand X
5500,53.08,1/11/2024,Brand X
5515,50.57,1/11/2024,Brand X
5530,34.35,1/11/2024,Brand X
5545,14.69,1/11/2024,Brand X
5560,15.19,1/11/2024,Brand X
5575,6.92,1/11/2024,Brand X
5590,8.8,1/11/2024,Brand X
5605,10.86,1/11/2024,Brand X
5620,14.29,1/11/2024,Brand X
5635,13.4,1/11/2024,Brand X
5650,11.58,1/11/2024,Brand X
5665,12.33,1/11/2024,Brand X
5680,12.17,1/11/2024,Brand X
5695,12.98,1/11/2024,Brand X
5710,8.7,1/11/2024,Brand X
5725,27.9,1/11/2024,Brand X
5740,43.87,1/11/2024,Brand X
5755,7.32,1/11/2024,Brand X
5770,9.41,1/11/2024,Brand X
5785,12.37,1/11/2024,Brand X
5800,11.3,1/11/2024,Brand X
5820,12.67,1/11/2024,Brand X
5840,15.25,1/11/2024,Brand X
5860,8.87,1/11/2024,Brand X
5880,16.76,1/11/2024,Brand X
5900,13.56,1/11/2024,Brand X
5920,12.94,1/11/2024,Brand X
5940,9.35,1/11/2024,Brand X
5960,12.78,1/11/2024,Brand X
5980,18.98,1/11/2024,Brand X
6000,18.06,1/11/2024,Brand X
6005,43.24,1/11/2024,Brand X
6010,37.19,1/11/2024,Brand X
6015,10.81,1/11/2024,Brand X
6020,43.83,1/11/2024,Brand X
6025,10.47,1/11/2024,Brand X
6030,11.38,1/11/2024,Brand X
6035,14.15,1/11/2024,Brand X
6040,58.7,1/11/2024,Brand X
6045,42.09,1/11/2024,Brand X
6050,12.89,1/11/2024,Brand X
6055,11.16,1/11/2024,Brand X
6060,45.7,1/11/2024,Brand X
6065,11.18,1/11/2024,Brand X
6070,13.02,1/11/2024,Brand X
6075,8.69,1/11/2024,Brand X
6080,42.99,1/11/2024,Brand X
6085,54.68,1/11/2024,Brand X
6090,11.66,1/11/2024,Brand X
6095,43.75,1/11/2024,Brand X
6100,13.66,1/11/2024,Brand X
6105,51.29,1/11/2024,Brand X
6110,10.88,1/11/2024,Brand X
6115,35.9,1/11/2024,Brand X
6120,12.52,1/11/2024,Brand X
6125,29.62,1/11/2024,Brand X
6130,12.69,1/11/2024,Brand X
6135,15.07,1/11/2024,Brand X
6140,13.53,1/11/2024,Brand X
6145,13.97,1/11/2024,Brand X
6150,8.52,1/11/2024,Brand X
6155,53.29,1/11/2024,Brand X
6160,15.87,1/11/2024,Brand X
6165,48.32,1/11/2024,Brand X
6170,14.17,1/11/2024,Brand X
6175,9.72,1/11/2024,Brand X
6180,9.66,1/11/2024,Brand X
6185,53.36,1/11/2024,Brand X
6190,36.38,1/11/2024,Brand X
6195,53.37,1/11/2024,Brand X
6200,13.94,1/11/2024,Brand X
6215,51.73,1/11/2024,Brand X
6230,9.56,1/11/2024,Brand X
6245,46.61,1/11/2024,Brand X
6260,52.81,1/11/2024,Brand X
6275,30.18,1/11/2024,Brand X
6290,15.31,1/11/2024,Brand X
6305,16.26,1/11/2024,Brand X
6320,9.89,1/11/2024,Brand X
6335,31.85,1/11/2024,Brand X
6350,11.12,1/11/2024,Brand X
6365,36.66,1/11/2024,Brand X
6380,16.2,1/11/2024,Brand X
6395,6.24,1/11/2024,Brand X
6410,41.26,1/11/2024,Brand X
6425,18.71,1/11/2024,Brand X
6440,37.4,1/11/2024,Brand X
6455,30,1/11/2024,Brand X
6470,12.89,1/11/2024,Brand X
6485,18.61,1/11/2024,Brand X
6500,14.4,1/11/2024,Brand X
6520,17.79,1/11/2024,Brand X
6540,8.29,1/11/2024,Brand X
6560,17.05,1/11/2024,Brand X
6580,15.76,1/11/2024,Brand X
6600,7.75,1/11/2024,Brand X
6620,14.54,1/11/2024,Brand X
6640,31.3,1/11/2024,Brand X
6660,11.63,1/11/2024,Brand X
6680,10.58,1/11/2024,Brand X
6700,9.55,1/11/2024,Brand X
6720,9.11,1/11/2024,Brand X
6740,46.8,1/11/2024,Brand X
6760,13.89,1/11/2024,Brand X
6780,13.4,1/11/2024,Brand X
6800,31.74,1/11/2024,Brand X
6820,9.98,1/11/2024,Brand X
6840,17.05,1/11/2024,Brand X
6860,18.01,1/11/2024,Brand X
6880,10.3,1/11/2024,Brand X
6900,44.65,1/11/2024,Brand X
6920,6.74,1/11/2024,Brand X
6940,11.83,1/11/2024,Brand X
6960,6.25,1/11/2024,Brand X
6980,14.15,1/11/2024,Brand X
7000,15.08,1/11/2024,Brand X
7005,12.11,1/11/2024,Brand X
7010,17.12,1/11/2024,Brand X
7015,15.1,1/11/2024,Brand X
7020,12.6,1/11/2024,Brand X
7025,18.43,1/11/2024,Brand X
7030,15.2,1/11/2024,Brand X
7035,12.64,1/11/2024,Brand X
7040,28.98,1/11/2024,Brand X
7045,12.05,1/11/2024,Brand X
7050,15.42,1/11/2024,Brand X
7055,35.88,1/11/2024,Brand X
7060,8.64,1/11/2024,Brand X
7065,11.12,1/11/2024,Brand X
7070,10.87,1/11/2024,Brand X
7075,9.79,1/11/2024,Brand X
7080,50.31,1/11/2024,Brand X
7085,54.14,1/11/2024,Brand X
7090,36.39,1/11/2024,Brand X
7095,33.75,1/11/2024,Brand X
7100,16.97,1/11/2024,Brand X
7110,48.32,1/11/2024,Brand X
7120,51.82,1/11/2024,Brand X
7130,17.21,1/11/2024,Brand X
7140,14.33,1/11/2024,Brand X
7150,7.45,1/11/2024,Brand X
7160,45.48,1/11/2024,Brand X
7170,10.33,1/11/2024,Brand X
7180,11.09,1/11/2024,Brand X
7190,47.06,1/11/2024,Brand X
7200,14.5,1/11/2024,Brand X
7210,44.74,1/11/2024,Brand X
7220,9.49,1/11/2024,Brand X
7230,15.76,1/11/2024,Brand X
7240,29.73,1/11/2024,Brand X
7250,15,1/11/2024,Brand X
7260,14.97,1/11/2024,Brand X
7270,14.61,1/11/2024,Brand X
7280,11.57,1/11/2024,Brand X
7290,38.5,1/11/2024,Brand X
7300,39.42,1/11/2024,Brand X
7315,36.24,1/11/2024,Brand X
7330,44.7,1/11/2024,Brand X
7345,11.36,1/11/2024,Brand X
7360,41.41,1/11/2024,Brand X
7375,30.95,1/11/2024,Brand X
7390,37.75,1/11/2024,Brand X
7405,8.92,1/11/2024,Brand X
7420,13.79,1/11/2024,Brand X
7435,15.55,1/11/2024,Brand X
7450,50.86,1/11/2024,Brand X
7465,18.25,1/11/2024,Brand X
7480,39.26,1/11/2024,Brand X
7495,8.94,1/11/2024,Brand X
7510,16.06,1/11/2024,Brand X
7525,10.5,1/11/2024,Brand X
7540,34.49,1/11/2024,Brand X
7555,16.08,1/11/2024,Brand X
7570,15.19,1/11/2024,Brand X
7585,12.45,1/11/2024,Brand X
7600,17.54,1/11/2024,Brand X
7615,50.37,1/11/2024,Brand X
7630,46.78,1/11/2024,Brand X
7645,8.67,1/11/2024,Brand X
7660,9.06,1/11/2024,Brand X
7675,12.91,1/11/2024,Brand X
7690,10.54,1/11/2024,Brand X
7705,32.86,1/11/2024,Brand X
7720,26.61,1/11/2024,Brand X
7735,11.21,1/11/2024,Brand X
7750,11.51,1/11/2024,Brand X
7765,11.34,1/11/2024,Brand X
7780,38.75,1/11/2024,Brand X
7795,16.73,1/11/2024,Brand X
7810,38.99,1/11/2024,Brand X
7825,31,1/11/2024,Brand X
7840,14.81,1/11/2024,Brand X
7855,17.06,1/11/2024,Brand X
7870,16.9,1/11/2024,Brand X
7885,36.64,1/11/2024,Brand X
7900,25.62,1/11/2024,Brand X
7915,19.02,1/11/2024,Brand X
7930,52.64,1/11/2024,Brand X
7945,30.64,1/11/2024,Brand X
7960,14.25,1/11/2024,Brand X
7975,12.89,1/11/2024,Brand X
7990,10.87,1/11/2024,Brand X
800,25.1,1/12/2024,Brand X
805,8.82,1/12/2024,Brand X
810,42.97,1/12/2024,Brand X
815,10.93,1/12/2024,Brand X
820,15.55,1/12/2024,Brand X
825,11.98,1/12/2024,Brand X
830,39.9,1/12/2024,Brand X
835,50.27,1/12/2024,Brand X
840,19.18,1/12/2024,Brand X
845,39.94,1/12/2024,Brand X
850,39.28,1/12/2024,Brand X
855,40.92,1/12/2024,Brand X
860,12.46,1/12/2024,Brand X
865,13.88,1/12/2024,Brand X
870,14.81,1/12/2024,Brand X
875,29.67,1/12/2024,Brand X
880,11.07,1/12/2024,Brand X
885,10.34,1/12/2024,Brand X
890,44.07,1/12/2024,Brand X
895,13.21,1/12/2024,Brand X
900,14.44,1/12/2024,Brand X
915,15.24,1/12/2024,Brand X
930,42.51,1/12/2024,Brand X
945,32.81,1/12/2024,Brand X
960,55.24,1/12/2024,Brand X
975,14.77,1/12/2024,Brand X
990,8.67,1/12/2024,Brand X
2000,16.79,1/12/2024,Brand X
2005,30.03,1/12/2024,Brand X
2010,30.49,1/12/2024,Brand X
2015,36.91,1/12/2024,Brand X
2020,45.29,1/12/2024,Brand X
2025,9.62,1/12/2024,Brand X
2030,33.47,1/12/2024,Brand X
2035,10.4,1/12/2024,Brand X
2040,13.08,1/12/2024,Brand X
2045,15.2,1/12/2024,Brand X
2050,12.82,1/12/2024,Brand X
2055,13.24,1/12/2024,Brand X
2060,26.32,1/12/2024,Brand X
2065,8.48,1/12/2024,Brand X
2070,24.51,1/12/2024,Brand X
2075,51.22,1/12/2024,Brand X
2080,39.52,1/12/2024,Brand X
2085,28.42,1/12/2024,Brand X
2090,9.91,1/12/2024,Brand X
2095,16.27,1/12/2024,Brand X
2100,16.78,1/12/2024,Brand X
2105,15.64,1/12/2024,Brand X
2110,36.79,1/12/2024,Brand X
2115,12.84,1/12/2024,Brand X
2120,10.75,1/12/2024,Brand X
2125,15.33,1/12/2024,Brand X
2130,9.81,1/12/2024,Brand X
2135,35.44,1/12/2024,Brand X
2140,47.85,1/12/2024,Brand X
2145,52.37,1/12/2024,Brand X
2150,11.74,1/12/2024,Brand X
2155,12.34,1/12/2024,Brand X
2160,8.42,1/12/2024,Brand X
2165,34.02,1/12/2024,Brand X
2170,29.93,1/12/2024,Brand X
2175,18.27,1/12/2024,Brand X
2180,33.98,1/12/2024,Brand X
2185,15.1,1/12/2024,Brand X
2190,46.83,1/12/2024,Brand X
2195,33.05,1/12/2024,Brand X
2200,14.94,1/12/2024,Brand X
2205,28.87,1/12/2024,Brand X
2210,39.77,1/12/2024,Brand X
2215,52.06,1/12/2024,Brand X
2220,7.74,1/12/2024,Brand X
2225,40.16,1/12/2024,Brand X
2230,41.43,1/12/2024,Brand X
2235,17.48,1/12/2024,Brand X
2240,34.3,1/12/2024,Brand X
2245,56.47,1/12/2024,Brand X
2250,44.47,1/12/2024,Brand X
2255,29.33,1/12/2024,Brand X
2260,33.35,1/12/2024,Brand X
2265,19.25,1/12/2024,Brand X
2270,37.01,1/12/2024,Brand X
2275,40.64,1/12/2024,Brand X
2280,48.69,1/12/2024,Brand X
2285,54.54,1/12/2024,Brand X
2290,8.14,1/12/2024,Brand X
2295,52.62,1/12/2024,Brand X
2300,18.25,1/12/2024,Brand X
2310,52.95,1/12/2024,Brand X
2320,36.08,1/12/2024,Brand X
2330,36.48,1/12/2024,Brand X
2340,13.69,1/12/2024,Brand X
2350,39.97,1/12/2024,Brand X
2360,48.96,1/12/2024,Brand X
2370,13.18,1/12/2024,Brand X
2380,14.41,1/12/2024,Brand X
2390,9.89,1/12/2024,Brand X
2400,12.26,1/12/2024,Brand X
2410,7.87,1/12/2024,Brand X
2420,13.18,1/12/2024,Brand X
2430,9.26,1/12/2024,Brand X
2440,36.52,1/12/2024,Brand X
2450,13.75,1/12/2024,Brand X
2460,18.28,1/12/2024,Brand X
2470,26.43,1/12/2024,Brand X
2480,11.79,1/12/2024,Brand X
2490,17.57,1/12/2024,Brand X
2500,16.36,1/12/2024,Brand X
2510,31.61,1/12/2024,Brand X
2520,31.19,1/12/2024,Brand X
2530,28.58,1/12/2024,Brand X
2540,11.45,1/12/2024,Brand X
2550,13.83,1/12/2024,Brand X
2560,16.31,1/12/2024,Brand X
2570,27.33,1/12/2024,Brand X
2580,13.83,1/12/2024,Brand X
2590,41.26,1/12/2024,Brand X
2600,30.38,1/12/2024,Brand X
2601,34.32,1/12/2024,Brand X
2602,9.38,1/12/2024,Brand X
2603,15.56,1/12/2024,Brand X
2604,9.77,1/12/2024,Brand X
2605,7.57,1/12/2024,Brand X
2606,12.46,1/12/2024,Brand X
2607,16.26,1/12/2024,Brand X
2608,14.12,1/12/2024,Brand X
2609,18.08,1/12/2024,Brand X
2610,14.98,1/12/2024,Brand X
2611,14.9,1/12/2024,Brand X
2612,15.25,1/12/2024,Brand X
2613,9.3,1/12/2024,Brand X
2614,52.59,1/12/2024,Brand X
2615,44.4,1/12/2024,Brand X
2616,30.28,1/12/2024,Brand X
2617,15.69,1/12/2024,Brand X
2618,41.98,1/12/2024,Brand X
2619,9.18,1/12/2024,Brand X
2620,53.1,1/12/2024,Brand X
2630,14.69,1/12/2024,Brand X
2640,12.58,1/12/2024,Brand X
2650,29.11,1/12/2024,Brand X
2660,9.22,1/12/2024,Brand X
2670,14.46,1/12/2024,Brand X
2680,9,1/12/2024,Brand X
2690,30.25,1/12/2024,Brand X
2700,37.77,1/12/2024,Brand X
2710,15.04,1/12/2024,Brand X
2720,9.67,1/12/2024,Brand X
2730,47.19,1/12/2024,Brand X
2740,12.08,1/12/2024,Brand X
2750,12.7,1/12/2024,Brand X
2760,16.29,1/12/2024,Brand X
2770,9.5,1/12/2024,Brand X
2780,37.75,1/12/2024,Brand X
2790,15.77,1/12/2024,Brand X
2800,51.09,1/12/2024,Brand X
2815,13.97,1/12/2024,Brand X
2830,12.97,1/12/2024,Brand X
2845,27.44,1/12/2024,Brand X
2860,17.06,1/12/2024,Brand X
2875,16.46,1/12/2024,Brand X
2890,13.5,1/12/2024,Brand X
2900,8.51,1/12/2024,Brand X
2902,49.56,1/12/2024,Brand X
2904,15.69,1/12/2024,Brand X
2905,34.98,1/12/2024,Brand X
2906,19.82,1/12/2024,Brand X
2908,38.83,1/12/2024,Brand X
2910,11.48,1/12/2024,Brand X
2912,10.2,1/12/2024,Brand X
2914,17.88,1/12/2024,Brand X
2916,10.45,1/12/2024,Brand X
2918,14.7,1/12/2024,Brand X
2920,10.67,1/12/2024,Brand X
2935,50.57,1/12/2024,Brand X
2950,14.44,1/12/2024,Brand X
2965,38.48,1/12/2024,Brand X
2980,26.64,1/12/2024,Brand X
2995,39.73,1/12/2024,Brand X
3000,13.97,1/12/2024,Brand X
3005,9.4,1/12/2024,Brand X
3010,46.64,1/12/2024,Brand X
3015,33.92,1/12/2024,Brand X
3020,9.9,1/12/2024,Brand X
3025,32.76,1/12/2024,Brand X
3030,12.61,1/12/2024,Brand X
3035,9.93,1/12/2024,Brand X
3040,15.66,1/12/2024,Brand X
3045,31.32,1/12/2024,Brand X
3050,14.1,1/12/2024,Brand X
3055,6.99,1/12/2024,Brand X
3060,15.45,1/12/2024,Brand X
3065,51.52,1/12/2024,Brand X
3070,13.93,1/12/2024,Brand X
3075,12.79,1/12/2024,Brand X
3080,12.85,1/12/2024,Brand X
3085,53.34,1/12/2024,Brand X
3090,8.46,1/12/2024,Brand X
3095,16.71,1/12/2024,Brand X
3100,33.91,1/12/2024,Brand X
3105,8.99,1/12/2024,Brand X
3110,11.16,1/12/2024,Brand X
3115,10.21,1/12/2024,Brand X
